Config,ARM Address,ARM Function Name,ARM Called Count,ARM Calling Count,ARM Param Count,ARM CBranch Count,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Called Count,MIPS Calling Count,MIPS Param Count,MIPS CBranch Count,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
opt_sibling_calls,0x00034954,_dl_tunable_set_stack_hugetlb,1,0,1,0,5,7,0x0042e6d8,_dl_tunable_set_stack_hugetlb,1,0,1,0,4,6,0.8,4,5,6,0.9230769230769231,0
opt_sibling_calls,0x0001b0b8,_dl_tunable_set_tcache_count,1,0,1,1,7,11,0x0040d4bc,_dl_tunable_set_tcache_count,1,0,1,1,6,10,0.8571428571428571,6,7,10,0.9523809523809523,0
opt_sibling_calls,0x0001b06c,_dl_tunable_set_tcache_max,1,0,1,2,13,24,0x0040d454,_dl_tunable_set_tcache_max,1,0,1,2,10,24,0.7692307692307693,10,13,18,0.75,0
opt_sibling_calls,0x0001b0d8,_dl_tunable_set_tcache_unsorted_limit,1,0,1,0,5,7,0x0040d4f0,_dl_tunable_set_tcache_unsorted_limit,1,0,1,0,4,6,0.8,4,5,6,0.9230769230769231,0
opt_sibling_calls,0x0001afe4,_dl_tunable_set_top_pad,1,0,1,0,5,9,0x0040d3b0,_dl_tunable_set_top_pad,1,0,1,0,4,8,0.8,4,5,8,0.9411764705882353,0
opt_sibling_calls,0x0001b01c,_dl_tunable_set_trim_threshold,1,0,1,0,5,9,0x0040d3f4,_dl_tunable_set_trim_threshold,1,0,1,0,4,8,0.8,4,5,8,0.9411764705882353,0
opt_sibling_calls,0x00041b0c,_dl_unload_cache,1,1,0,1,10,17,0x004416d0,_dl_unload_cache,0,1,0,1,10,17,1.0,10,10,17,1.0,0
opt_sibling_calls,0x00067f58,_dl_vsym,1,1,4,7,17,70,0x00471f5c,_dl_vsym,2,2,4,7,17,71,1.0,17,17,61,0.8652482269503546,0
opt_sibling_calls,0x00065c1c,_dlerror_run,10,5,2,13,19,154,0x0046f18c,_dlerror_run,10,4,2,13,18,148,0.85,17,20,127,0.8410596026490066,0
opt_sibling_calls,0x00064750,_dlfo_process_initial,1,1,0,19,19,262,0x0046d758,_dlfo_process_initial,2,1,0,17,20,282,0.95,19,20,206,0.7573529411764706,0
opt_sibling_calls,0x00064e94,_dlfo_sort_mappings,0,1,2,1,4,5,0x0046d9a8,_dlfo_sort_mappings,2,0,2,4,12,77,0.23076923076923078,3,13,3,0.07317073170731707,0
opt_sibling_calls,0x00022b40,_exit,3,1,1,1,11,14,0x00416de0,_exit,3,0,1,0,2,4,0.08333333333333333,1,12,2,0.2222222222222222,0
opt_sibling_calls,0x0006a9b4,_fini,1,0,0,0,1,1,0x0047c320,_fini,1,0,0,0,1,1,1.0,1,1,1,1.0,0
opt_sibling_calls,0x00029d8c,_fitoa,0,1,4,2,16,26,0x004201e4,_fitoa,0,1,4,2,15,27,0.8235294117647058,14,17,22,0.8301886792452831,0
opt_sibling_calls,0x00029d34,_fitoa_word,0,1,4,2,13,23,0x00420170,_fitoa_word,0,1,4,2,14,26,0.8,12,15,19,0.7755102040816326,0
opt_sibling_calls,0x00010134,_init,1,1,1,0,2,2,0x004002e0,_init,1,0,1,0,3,3,0.25,1,4,1,0.4,0
opt_sibling_calls,0x0001d4fc,_int_free,4,8,3,43,28,737,0x0040ffd8,_int_free,4,6,3,35,26,564,0.8620689655172413,25,29,427,0.6564181398923905,0
opt_sibling_calls,0x0001bbf8,_int_free_create_chunk,2,2,5,4,16,63,0x0040e2b4,_int_free_create_chunk,2,2,5,4,15,63,0.9375,15,16,55,0.873015873015873,0
opt_sibling_calls,0x0001cedc,_int_free_maybe_consolidate,2,10,2,27,25,602,0x0040f844,_int_free_maybe_consolidate,2,10,2,29,25,653,0.9230769230769231,24,26,523,0.8334661354581673,0
opt_sibling_calls,0x0001d3b8,_int_free_merge_chunk,2,5,3,10,17,106,0x0040fdbc,_int_free_merge_chunk,2,5,3,10,17,106,1.0,17,17,101,0.9528301886792453,0
opt_sibling_calls,0x0001e238,_int_malloc,5,8,2,130,33,2780,0x00410ed8,_int_malloc,5,7,2,129,31,2512,0.8823529411764706,30,34,1674,0.6326530612244898,0
opt_sibling_calls,0x0001f5dc,_int_memalign,1,6,3,14,21,159,0x0041256c,_int_memalign,1,5,3,15,24,160,0.875,21,24,130,0.8150470219435737,0
opt_sibling_calls,0x0001f374,_int_realloc,1,6,4,17,25,195,0x00412258,_int_realloc,1,6,4,15,23,177,0.8461538461538461,22,26,155,0.8333333333333334,0
opt_sibling_calls,0x000297cc,_itoa,7,1,4,41,27,516,0x0041fb34,_itoa,6,1,4,43,28,540,0.896551724137931,26,29,383,0.7253787878787878,0
opt_sibling_calls,0x000296dc,_itoa_word,5,1,4,8,16,65,0x0041fa30,_itoa_word,5,0,4,9,15,62,0.8235294117647058,14,17,44,0.6929133858267716,0
