ARM Address,ARM Function Name,ARM Set Size,ARM Sequence Length,MIPS Address,MIPS Function Name,MIPS Set Size,MIPS Sequence Length,Similarity Score,Intersection Size,Union Size,CLS Length,CLS Similarity Score,UserDefined
0x00065f4c,__printf_buffer_flush,16,74,0x0046ecc0,__printf_buffer_flush,24,126,0.6666666666666666,16,24,61,0.61,0
0x0005e94c,__printf_buffer_flush_asprintf,17,60,0x00464c50,__printf_buffer_flush_asprintf,18,60,0.9444444444444444,17,18,54,0.9,0
0x00059924,__printf_buffer_flush_fp,18,95,0x0045df98,__printf_buffer_flush_fp,20,95,0.9,18,20,80,0.8421052631578947,0
0x00059b78,__printf_buffer_flush_fp_to_wide,16,83,0x0045e338,__printf_buffer_flush_fp_to_wide,18,85,0.7894736842105263,15,19,65,0.7738095238095238,0
0x0005a7e0,__printf_buffer_flush_fphex_to_wide,15,56,0x0045f2b8,__printf_buffer_flush_fphex_to_wide,14,56,0.8125,13,16,45,0.8035714285714286,0
0x0005eaec,__printf_buffer_flush_snprintf,13,58,0x00464f20,__printf_buffer_flush_snprintf,13,57,0.8571428571428571,12,14,50,0.8695652173913043,0
0x000579e0,__printf_buffer_flush_to_file,21,160,0x0045b798,__printf_buffer_flush_to_file,20,159,0.9523809523809523,20,21,134,0.8401253918495298,0
0x000577e8,__printf_buffer_pad_1,16,51,0x0045b450,__printf_buffer_pad_1,16,55,0.6842105263157895,13,19,38,0.7169811320754716,0
0x0005788c,__printf_buffer_putc_1,11,25,0x0045b570,__printf_buffer_putc_1,13,26,0.6,9,15,20,0.7843137254901961,0
0x000578fc,__printf_buffer_puts_1,14,50,0x0045b620,__printf_buffer_puts_1,16,54,0.7647058823529411,13,17,39,0.75,0
0x0005eb80,__printf_buffer_snprintf_done,8,19,0x00464fb8,__printf_buffer_snprintf_done,8,22,1.0,8,8,19,0.926829268292683,0
0x0005eb40,__printf_buffer_snprintf_init,11,31,0x00464f80,__printf_buffer_snprintf_init,8,27,0.7272727272727273,8,11,20,0.6896551724137931,0
0x00057b84,__printf_buffer_to_file_done,7,11,0x0045b9fc,__printf_buffer_to_file_done,7,11,1.0,7,7,11,1.0,0
0x00057b44,__printf_buffer_to_file_init,9,35,0x0045b9b8,__printf_buffer_to_file_init,9,35,1.0,9,9,27,0.7714285714285715,0
0x000579b8,__printf_buffer_to_file_switch,7,22,0x0045b760,__printf_buffer_to_file_switch,7,22,1.0,7,7,21,0.9545454545454546,0
0x00057bb0,__printf_buffer_write,15,55,0x0045ba60,__printf_buffer_write,17,58,0.6842105263157895,13,19,40,0.7079646017699115,0
0x00057dd0,__printf_fp_buffer_1,37,4912,0x0045bd5c,__printf_fp_buffer_1,37,4671,0.7619047619047619,32,42,2923,0.61003861003861,0
0x00059a14,__printf_fp_l_buffer,17,144,0x0045e128,__printf_fp_l_buffer,16,144,0.9411764705882353,16,17,114,0.7916666666666666,0
0x00059db4,__printf_fphex_buffer,31,807,0x0045e6f0,__printf_fphex_buffer,31,1033,0.8235294117647058,28,34,429,0.46630434782608693,0
0x0005a7d4,__printf_fphex_l_buffer,5,8,0x0045f294,__printf_fphex_l_buffer,5,8,1.0,5,5,8,1.0,0
0x0005a8e0,__printf_function_invoke,15,52,0x0045f490,__printf_function_invoke,17,57,0.7777777777777778,14,18,41,0.7522935779816514,0
0x0003b9f8,__pthread_cleanup_combined_routine_voidptr,8,18,0x00436af4,__pthread_cleanup_combined_routine_voidptr,8,18,0.7777777777777778,7,9,16,0.8888888888888888,0
0x0005edc8,__pthread_cleanup_pop,13,20,0x00465320,__pthread_cleanup_pop,10,15,0.5333333333333333,8,15,11,0.6285714285714286,0
0x0005eda8,__pthread_cleanup_push,10,20,0x00465300,__pthread_cleanup_push,7,14,0.5454545454545454,6,11,9,0.5294117647058824,0
0x0003c040,__pthread_current_priority,19,122,0x0043725c,__pthread_current_priority,16,98,0.75,15,20,77,0.7,0
0x0003a52c,__pthread_disable_asynccancel,12,35,0x004352a0,__pthread_disable_asynccancel,12,29,0.7142857142857143,10,14,17,0.53125,0
0x0003a490,__pthread_enable_asynccancel,15,80,0x004351e0,__pthread_enable_asynccancel,17,69,0.6842105263157895,13,19,34,0.4563758389261745,0
0x0005f35c,__pthread_get_minstack,6,13,0x00465954,__pthread_get_minstack,8,13,0.4,4,10,8,0.6153846153846154,0
0x00020cb8,__pthread_kill,6,7,0x00414004,__pthread_kill,6,7,1.0,6,6,7,1.0,0
0x00020b64,__pthread_kill_implementation,20,70,0x00413e10,__pthread_kill_implementation,13,34,0.5714285714285714,12,21,28,0.5384615384615384,0
0x00020cb4,__pthread_kill_internal,20,70,0x00413fe4,__pthread_kill_internal,2,2,0.1,2,20,2,0.05555555555555555,0
0x0003a7b4,__pthread_mutex_lock_full,27,576,0x004355c0,__pthread_mutex_lock_full,22,491,0.8148148148148148,22,27,270,0.5060918462980318,0
0x0003b2bc,__pthread_mutex_unlock_full,29,542,0x004361e0,__pthread_mutex_unlock_full,21,446,0.7241379310344828,21,29,280,0.5668016194331984,0
0x0003b840,__pthread_mutex_unlock_usercnt,17,167,0x00436868,__pthread_mutex_unlock_usercnt,16,136,0.8333333333333334,15,18,100,0.6600660066006601,0
0x0003ba64,__pthread_once_slow,18,153,0x00436b40,__pthread_once_slow,15,72,0.8333333333333334,15,18,58,0.5155555555555555,0
0x00020cd0,__pthread_self,3,3,0x00414040,__pthread_self,3,3,0.5,2,4,2,0.6666666666666666,0
0x00020ce0,__pthread_sigmask,16,24,0x00414050,__pthread_sigmask,14,51,0.6666666666666666,12,18,16,0.4266666666666667,0
0x0003bc5c,__pthread_tpp_change_priority,27,409,0x00436e04,__pthread_tpp_change_priority,22,373,0.75,21,28,259,0.6624040920716112,0
0x0003a758,__pthread_tunables_init,3,8,0x00435534,__pthread_tunables_init,3,8,1.0,3,3,8,1.0,0
0x000571ac,__qsort_r,24,240,0x0045ac1c,__qsort_r,24,232,0.92,23,25,184,0.7796610169491526,0
0x0002a574,__read_nocancel,11,14,0x00420020,__read_nocancel,8,11,0.5833333333333334,7,12,8,0.64,0
0x00028864,__readdir,15,49,0x0041da5c,__readdir,18,85,0.5714285714285714,12,21,24,0.3582089552238806,0
0x0006080c,__readdir64,20,118,0x00467520,__readdir64,18,98,0.8095238095238095,17,21,64,0.5925925925925926,0
0x000287b0,__readdir_unlocked,16,56,0x0041d970,__readdir_unlocked,18,58,0.7894736842105263,15,19,47,0.8245614035087719,0
0x0002a168,__readlink,11,15,0x0041fb50,__readlink,8,11,0.5833333333333334,7,12,8,0.6153846153846154,0
0x0003eda8,__readonly_area,24,172,0x0043b330,__readonly_area,24,192,0.7777777777777778,21,27,113,0.6208791208791209,0
0x00028eb4,__register_atfork,23,331,0x0041e270,__register_atfork,22,226,0.7307692307692307,19,26,177,0.6355475763016158,0
0x0005af60,__register_printf_function,18,119,0x0045fd14,__register_printf_function,3,3,0.16666666666666666,3,18,3,0.04918032786885246,0
0x0005a9d8,__register_printf_modifier,24,173,0x0045f620,__register_printf_modifier,23,142,0.88,22,25,115,0.7301587301587301,0
0x0005ae38,__register_printf_specifier,18,118,0x0045fba0,__register_printf_specifier,15,78,0.7368421052631579,14,19,70,0.7142857142857143,0
0x0005af64,__register_printf_type,17,111,0x0045fd30,__register_printf_type,15,74,0.6842105263157895,13,19,62,0.6702702702702703,0
0x00066b40,__rewinddir,16,58,0x0046fe40,__rewinddir,11,37,0.5,9,18,30,0.631578947368421,0
0x0006b534,__rtld_static_init,15,227,0x00475930,__rtld_static_init,12,232,0.8,12,15,214,0.9324618736383442,0
0x0001f94c,__run_exit_handlers,20,482,0x00412bf0,__run_exit_handlers,19,242,0.7727272727272727,17,22,197,0.5441988950276243,0
0x000294d4,__run_postfork_handlers,23,263,0x0041e9b0,__run_postfork_handlers,22,217,0.7307692307692307,19,26,160,0.6666666666666666,0
0x000292f4,__run_prefork_handlers,24,284,0x0041e714,__run_prefork_handlers,22,185,0.84,21,25,135,0.5756929637526652,0
0x0002ad8c,__sbrk,17,53,0x00420c60,__sbrk,15,52,0.6842105263157895,13,19,41,0.780952380952381,0
0x0003dee4,__sched_cpucount,12,29,0x00439de0,__sched_cpucount,13,31,0.9230769230769231,12,13,23,0.7666666666666667,0
0x0003df80,__sched_get_priority_max,7,8,0x00439ed0,__sched_get_priority_max,7,8,0.5555555555555556,5,9,3,0.375,0
0x0003dfa0,__sched_get_priority_min,7,8,0x00439f10,__sched_get_priority_min,7,8,0.5555555555555556,5,9,3,0.375,0
0x0003df40,__sched_getparam,7,8,0x00439e50,__sched_getparam,7,8,0.5555555555555556,5,9,3,0.375,0
0x0003df60,__sched_getscheduler,7,8,0x00439e90,__sched_getscheduler,7,8,0.5555555555555556,5,9,3,0.375,0
0x0003dfc0,__sched_setscheduler,7,8,0x00439f50,__sched_setscheduler,7,8,0.5555555555555556,5,9,3,0.375,0
0x0002b004,__select,10,27,0x00420fc8,__select,10,27,1.0,10,10,25,0.9259259259259259,0
0x0002ae20,__select64,28,162,0x00420d50,__select64,26,149,0.8620689655172413,25,29,87,0.5594855305466238,0
0x0002b100,__set_vma_name,8,16,0x00421160,__set_vma_name,10,28,0.6363636363636364,7,11,12,0.5454545454545454,0
0x0002eb20,__setenv,10,16,0x00425c5c,__setenv,13,18,0.7692307692307693,10,13,15,0.8823529411764706,0
0x00029840,__setsid,6,7,0x0041eea0,__setsid,7,9,0.4444444444444444,4,9,5,0.625,0
0x0002bb70,__setsockopt,11,14,0x004221b0,__setsockopt,13,18,0.8461538461538461,11,13,9,0.5625,0
0x0001f3c0,__sigaction,10,18,0x00412560,__sigaction,10,16,0.8181818181818182,9,11,15,0.8823529411764706,0
0x0002e714,__sigjmp_save,12,13,0x0045a460,__sigjmp_save,9,15,0.75,9,12,8,0.5714285714285714,0
0x0001f550,__sigprocmask,11,13,0x00412730,__sigprocmask,12,12,0.9166666666666666,11,12,10,0.8,0
0x0002e6a0,__sigsetjmp,14,131,0x004256e0,__sigsetjmp,5,46,0.35714285714285715,5,14,29,0.327683615819209,0
0x0002985c,__sleep,19,41,0x0041eee0,__sleep,16,41,0.75,15,20,23,0.5609756097560976,0
0x0005b098,__snprintf,6,6,0x0045fe90,__snprintf,5,5,0.8333333333333334,5,6,5,0.9090909090909091,0
0x0002bbc0,__socket,7,8,0x00422250,__socket,7,9,0.4,4,10,5,0.5882352941176471,0
0x000613c8,__stat64,6,9,0x00468484,__stat64,6,8,1.0,6,6,8,0.9411764705882353,0
0x000613b0,__stat64_time64,2,2,0x00468460,__stat64_time64,2,2,1.0,2,2,2,1.0,0
0x00060130,__stpcpy,20,152,0x00466a80,__stpcpy,21,152,0.9523809523809523,20,21,95,0.625,0
0x00060280,__strcasecmp_l,12,32,0x00466c30,__strcasecmp_l,13,31,0.9230769230769231,12,13,21,0.6666666666666666,0
0x000281fc,__strchrnul,20,52,0x00437b60,__strchrnul,17,56,0.7619047619047619,16,21,37,0.6851851851851852,0
0x0006040c,__strdup,6,9,0x00466f00,__strdup,6,9,0.7142857142857143,5,7,7,0.7777777777777778,0
0x0003c3e4,__strerror_r,5,13,0x00437830,__strerror_r,5,13,1.0,5,5,13,1.0,0
0x000668b4,__strndup,7,13,0x0046f9e0,__strndup,7,13,0.75,6,8,10,0.7692307692307693,0
0x0003cb00,__strnlen,7,8,0x00438260,__strnlen,7,9,0.75,6,8,6,0.7058823529411765,0
0x0006043c,__strsep,10,16,0x00466f90,__strsep,9,16,0.9,9,10,13,0.8125,0
0x00060480,__strtok_r,13,45,0x00467020,__strtok_r,11,28,0.8461538461538461,11,13,22,0.6027397260273972,0
0x0001fe10,__strtol,8,11,0x0041303c,__strtol,6,6,0.5555555555555556,5,9,5,0.5882352941176471,0
0x0001fdd0,__strtol_internal,8,12,0x00412ff0,__strtol_internal,6,6,0.5555555555555556,5,9,5,0.5555555555555556,0
0x0002049c,__strtol_l,3,3,0x004137c4,__strtol_l,3,3,1.0,3,3,3,1.0,0
0x0002ee7c,__strtoul,8,11,0x004260dc,__strtoul,6,6,0.5555555555555556,5,9,5,0.5882352941176471,0
0x0002ee3c,__strtoul_internal,8,12,0x00426090,__strtoul_internal,6,6,0.5555555555555556,5,9,5,0.5555555555555556,0
0x0002f478,__strtoul_l,3,3,0x004267e8,__strtoul_l,3,3,1.0,3,3,3,1.0,0
0x0002e560,__syscall_error,9,12,0x00439f00,__syscall_error,2,2,0.1,1,10,1,0.14285714285714285,0
0x00066be8,__sysconf,23,383,0x0046ff30,__sysconf,24,379,0.88,22,25,290,0.7611548556430446,0
0x0002b190,__sysinfo,7,9,0x00421250,__sysinfo,7,9,0.4,4,10,5,0.5555555555555556,0
0x00061410,__tcgetattr,14,39,0x00468510,__tcgetattr,8,11,0.4666666666666667,7,15,8,0.32,0
0x0003e7bc,__tdelete,25,661,0x0043aae4,__tdelete,20,601,0.8,20,25,448,0.7099841521394612,0
0x0003ed28,__tdestroy,5,7,0x0043b208,__tdestroy,5,7,0.6666666666666666,4,6,5,0.7142857142857143,0
0x0003e758,__tfind,13,25,0x0043aa2c,__tfind,14,33,0.9285714285714286,13,14,21,0.7241379310344828,0
0x000470c4,__thread_gscope_wait,19,241,0x00447610,__thread_gscope_wait,17,132,0.8,16,20,94,0.5040214477211796,0
0x000283ac,__time,14,19,0x0041d318,__time,15,19,0.9333333333333333,14,15,16,0.8421052631578947,0
0x0002837c,__time64,11,15,0x0041d2c0,__time64,11,15,1.0,11,11,14,0.9333333333333333,0
0x0001f264,__tls_get_addr,7,12,0x0041236c,__tls_get_addr,6,13,0.625,5,8,8,0.64,0
0x0002cb88,__tls_init_tp,16,151,0x00423654,__tls_init_tp,16,153,0.8823529411764706,15,17,115,0.756578947368421,0
0x0002cb3c,__tls_pre_init_tp,3,13,0x00423620,__tls_pre_init_tp,3,13,1.0,3,3,13,1.0,0
0x0005b0cc,__translated_number_width,17,48,0x0045fee0,__translated_number_width,17,45,0.7894736842105263,15,19,28,0.6021505376344086,0
0x0003e5ec,__tsearch,18,119,0x0043a814,__tsearch,20,127,0.9,18,20,87,0.7073170731707317,0
0x0002d558,__tunable_get_default,9,48,0x004242a0,__tunable_get_default,11,44,0.6666666666666666,8,12,33,0.717391304347826,0
0x0002d618,__tunable_get_val,17,64,0x00424314,__tunable_get_val,15,61,0.7777777777777778,14,18,38,0.608,0
0x0002cf54,__tunable_is_initialized,5,6,0x00423b74,__tunable_is_initialized,5,6,1.0,5,5,6,1.0,0
0x0002cf70,__tunable_set_val,4,4,0x00423ba4,__tunable_set_val,4,4,1.0,4,4,2,0.5,0
0x0002cf88,__tunables_init,21,464,0x00423bd4,__tunables_init,19,494,0.6666666666666666,16,24,296,0.6179540709812108,0
0x0002d450,__tunables_print,13,83,0x00424128,__tunables_print,14,84,0.8,12,15,56,0.6706586826347305,0
0x0003ed04,__twalk,6,8,0x0043b198,__twalk,5,8,0.5714285714285714,4,7,4,0.5,0
0x0003ed18,__twalk_r,5,7,0x0043b1d0,__twalk_r,4,7,0.5,3,6,3,0.42857142857142855,0
0x00038030,__uflow,19,132,0x00432284,__uflow,19,133,1.0,19,19,117,0.8830188679245283,0
0x00037ee0,__underflow,19,124,0x00432088,__underflow,19,125,1.0,19,19,108,0.8674698795180723,0
0x0002a1ac,__unlink,11,15,0x0041fbc0,__unlink,8,11,0.5833333333333334,7,12,8,0.6153846153846154,0
0x0006df3c,__unorddf2,9,22,0x004790f0,__unorddf2,11,22,0.42857142857142855,6,14,8,0.36363636363636365,0
0x00029134,__unregister_atfork,23,214,0x0041e4f8,__unregister_atfork,23,192,0.84,21,25,144,0.7093596059113301,0
0x0002eb84,__unsetenv,17,121,0x00425d10,__unsetenv,16,93,0.8333333333333334,15,18,78,0.7289719626168224,0
0x0005eae4,__vasprintf,3,3,0x00464ef8,__vasprintf,2,2,0.6666666666666666,2,3,2,0.8,0
0x0005ea08,__vasprintf_internal,16,93,0x00464d7c,__vasprintf_internal,16,92,1.0,16,16,89,0.9621621621621622,0
0x000337f8,__vfprintf_internal,20,245,0x0042c3e0,__vfprintf_internal,19,182,0.8571428571428571,18,21,136,0.6370023419203747,0
0x0005ebac,__vsnprintf_internal,10,35,0x00465014,__vsnprintf_internal,11,35,0.9090909090909091,10,11,26,0.7428571428571429,0
0x0003d3b4,__wcrtomb,3,3,0x00438e4c,__wcrtomb,4,4,0.75,3,4,3,0.8571428571428571,0
0x0003d1d8,__wcrtomb_internal,20,206,0x00438c20,__wcrtomb_internal,20,188,0.9047619047619048,19,21,147,0.7461928934010152,0
0x000604f4,__wcslen,10,32,0x00467120,__wcslen,11,41,0.9090909090909091,10,11,28,0.7671232876712328,0
0x0003d6a0,__wcsmbs_clone_conv,21,137,0x00439264,__wcsmbs_clone_conv,19,102,0.8181818181818182,18,22,79,0.6610878661087866,0
0x0003d3bc,__wcsmbs_getfct,10,16,0x00438e70,__wcsmbs_getfct,9,17,0.7272727272727273,8,11,13,0.7878787878787878,0
0x0003d414,__wcsmbs_load_conv,22,280,0x00438f0c,__wcsmbs_load_conv,21,300,0.8695652173913043,20,23,221,0.7620689655172413,0
0x0003d7dc,__wcsmbs_named_conv,12,50,0x00439408,__wcsmbs_named_conv,12,53,1.0,12,12,39,0.7572815533980582,0
0x00060558,__wcsnlen,8,9,0x004671a0,__wcsnlen,8,10,0.7777777777777778,7,9,7,0.7368421052631579,0
0x0003d910,__wcsrtombs,21,286,0x00439620,__wcsrtombs,20,286,0.782608695652174,18,23,166,0.5804195804195804,0
0x00060584,__wmemchr,10,59,0x00467210,__wmemchr,12,69,0.8333333333333334,10,12,47,0.734375,0
0x00060640,__wmemcpy,4,4,0x004672f0,__wmemcpy,4,4,1.0,4,4,4,1.0,0
0x00060648,__wmemmove,4,4,0x00467310,__wmemmove,4,4,1.0,4,4,4,1.0,0
0x00060650,__wmempcpy,5,6,0x00467330,__wmempcpy,5,6,1.0,5,5,6,1.0,0
0x0005c224,__woverflow,13,19,0x00461694,__woverflow,13,26,0.8571428571428571,12,14,15,0.6666666666666666,0
0x00066064,__wprintf_buffer_done,23,56,0x0046eeb0,__wprintf_buffer_done,20,50,0.72,18,25,35,0.660377358490566,0
0x000660e8,__wprintf_buffer_flush,14,47,0x0046ef50,__wprintf_buffer_flush,22,180,0.6363636363636364,14,22,41,0.36123348017621143,0
0x0005b1c4,__wprintf_buffer_flush_to_file,18,59,0x00460050,__wprintf_buffer_flush_to_file,17,59,0.9444444444444444,17,18,50,0.847457627118644,0
0x0005b154,__wprintf_buffer_putc_1,11,25,0x0045ffa0,__wprintf_buffer_putc_1,13,26,0.6,9,15,21,0.8235294117647058,0
0x0005b290,__wprintf_buffer_to_file_done,7,11,0x00460168,__wprintf_buffer_to_file_done,7,11,1.0,7,7,11,1.0,0
0x0005b254,__wprintf_buffer_to_file_init,5,28,0x00460134,__wprintf_buffer_to_file_init,5,28,1.0,5,5,22,0.7857142857142857,0
0x00059c38,__wprintf_fp_l_buffer,16,90,0x0045e49c,__wprintf_fp_l_buffer,14,96,0.875,14,16,78,0.8387096774193549,0
0x0005a85c,__wprintf_fphex_l_buffer,10,42,0x0045f3c8,__wprintf_fphex_l_buffer,10,41,1.0,10,10,38,0.9156626506024096,0
0x0003e130,__write_nocancel,11,14,0x0043a170,__write_nocancel,8,11,0.5833333333333334,7,12,8,0.64,0
0x0005c59c,__wuflow,20,99,0x00461c84,__wuflow,18,116,0.9,18,20,76,0.7069767441860465,0
0x0005c6e0,__wunderflow,18,97,0x00461ea4,__wunderflow,18,106,1.0,18,18,91,0.896551724137931,0
0x00044bd4,_dl_add_to_namespace_list,16,66,0x004433f0,_dl_add_to_namespace_list,17,64,0.9411764705882353,16,17,54,0.8307692307692308,0
0x0002c8b8,_dl_add_to_slotinfo,18,103,0x004232dc,_dl_add_to_slotinfo,19,108,0.85,17,20,77,0.7298578199052133,0
0x0006d6c8,_dl_addr,23,357,0x004785f0,_dl_addr,21,327,0.9130434782608695,21,23,235,0.6871345029239766,0
0x0006a424,_dl_addr_inside_object,14,55,0x004744a0,_dl_addr_inside_object,14,35,1.0,14,14,31,0.6888888888888889,0
0x00045974,_dl_allocate_static_tls,16,68,0x004443ac,_dl_allocate_static_tls,17,71,0.9411764705882353,16,17,63,0.9064748201438849,0
0x0002c6a8,_dl_allocate_tls,11,33,0x00422fd4,_dl_allocate_tls,11,35,1.0,11,11,32,0.9411764705882353,0
0x0002c690,_dl_allocate_tls_init,5,5,0x00422740,_dl_allocate_tls_init,22,359,0.22727272727272727,5,22,5,0.027472527472527472,0
0x0002c580,_dl_allocate_tls_storage,14,88,0x00422e18,_dl_allocate_tls_storage,15,94,0.8125,13,16,60,0.6593406593406593,0
0x0002c364,_dl_assign_tls_modid,18,113,0x00422c00,_dl_assign_tls_modid,18,117,1.0,18,18,103,0.8956521739130435,0
0x0002e32c,_dl_audit_pltexit,1,1,0x00425210,_dl_audit_pltexit,1,1,1.0,1,1,1,1.0,0
0x0002d7a8,_dl_aux_init,14,149,0x00424534,_dl_aux_init,17,112,0.8235294117647058,14,17,95,0.7279693486590039,0
0x00047324,_dl_cache_libcmp,16,99,0x00447dc0,_dl_cache_libcmp,16,79,0.7777777777777778,14,18,50,0.5617977528089888,0
0x0006c370,_dl_call_fini,18,78,0x00476d70,_dl_call_fini,17,78,0.9444444444444444,17,18,71,0.9102564102564102,0
0x0006c2c0,_dl_call_libc_early_init,11,27,0x00476ca0,_dl_call_libc_early_init,14,29,0.7857142857142857,11,14,24,0.8571428571428571,0
0x0003f20c,_dl_catch_error,6,10,0x0043b920,_dl_catch_error,6,10,1.0,6,6,9,0.9,0
0x0003f144,_dl_catch_exception,16,55,0x0043b81c,_dl_catch_exception,15,60,0.8235294117647058,14,17,42,0.7304347826086957,0
0x0006a3bc,_dl_check_all_versions,10,21,0x004743e8,_dl_check_all_versions,11,24,0.9090909090909091,10,11,19,0.8444444444444444,0
0x00069a0c,_dl_check_map_versions,21,888,0x004738d0,_dl_check_map_versions,21,837,0.9090909090909091,20,22,671,0.7779710144927536,0
0x000681c0,_dl_close,9,31,0x004718bc,_dl_close,9,35,0.8,8,10,29,0.8787878787878788,0
0x00067348,_dl_close_worker,29,3217,0x00470788,_dl_close_worker,29,2641,0.8709677419354839,27,31,1772,0.6049846363946739,0
0x0002c4ac,_dl_count_modids,11,45,0x00422d48,_dl_count_modids,9,42,0.8181818181818182,9,11,33,0.7586206896551724,0
0x0002c718,_dl_deallocate_tls,12,34,0x00423090,_dl_deallocate_tls,13,39,0.6666666666666666,10,15,28,0.7671232876712328,0
0x0002bea4,_dl_debug_initialize,13,46,0x00422688,_dl_debug_initialize,13,43,0.7333333333333333,11,15,28,0.6292134831460674,0
0x000455a8,_dl_debug_printf,6,12,0x00444040,_dl_debug_printf,5,11,0.8333333333333334,5,6,11,0.9565217391304348,0
0x000455e8,_dl_debug_printf_c,6,12,0x004440a0,_dl_debug_printf_c,5,11,0.8333333333333334,5,6,11,0.9565217391304348,0
0x0002be18,_dl_debug_state,1,1,0x004225f0,_dl_debug_state,1,1,1.0,1,1,1,1.0,0
0x0002be1c,_dl_debug_update,13,25,0x004225f8,_dl_debug_update,13,35,0.625,10,16,16,0.5333333333333333,0
0x000450a8,_dl_debug_vdprintf,28,407,0x00443a70,_dl_debug_vdprintf,23,439,0.8214285714285714,23,28,263,0.6217494089834515,0
0x00045628,_dl_dprintf,6,8,0x00444100,_dl_dprintf,5,7,0.8333333333333334,5,6,7,0.9333333333333333,0
0x00040364,_dl_dst_count,8,31,0x0043d89c,_dl_dst_count,8,27,1.0,8,8,24,0.8275862068965517,0
0x00040410,_dl_dst_substitute,19,117,0x0043d9ac,_dl_dst_substitute,17,127,0.8,16,20,91,0.7459016393442623,0
0x0002d718,_dl_early_allocate,9,23,0x004243d0,_dl_early_allocate,12,50,0.75,9,12,20,0.547945205479452,0
0x0003f270,_dl_error_free,6,7,0x0043b9c8,_dl_error_free,6,7,0.7142857142857143,5,7,4,0.5714285714285714,0
0x0004568c,_dl_error_printf,6,10,0x004441a8,_dl_error_printf,5,9,0.8333333333333334,5,6,9,0.9473684210526315,0
0x0003f288,_dl_exception_create,11,35,0x0043ba00,_dl_exception_create,12,35,0.9166666666666666,11,12,27,0.7714285714285715,0
0x0003f31c,_dl_exception_create_format,21,242,0x0043bb0c,_dl_exception_create_format,19,260,0.9047619047619048,19,21,168,0.6693227091633466,0
0x0003f63c,_dl_exception_free,5,10,0x0043bef8,_dl_exception_free,5,10,1.0,5,5,10,1.0,0
0x000456c0,_dl_fatal_printf,6,14,0x00444200,_dl_fatal_printf,5,13,0.8333333333333334,5,6,13,0.9629629629629629,0
0x00068664,_dl_find_dso_for_object,13,56,0x00471f54,_dl_find_dso_for_object,12,58,0.9230769230769231,12,13,51,0.8947368421052632,0
0x0006b3d8,_dl_find_object_dlclose,21,89,0x00475734,_dl_find_object_dlclose,19,75,0.8181818181818182,18,22,51,0.6219512195121951,0
0x0006b4b4,_dl_find_object_freeres,9,35,0x00475890,_dl_find_object_freeres,9,33,1.0,9,9,32,0.9411764705882353,0
0x0006a4b8,_dl_find_object_from_map,13,43,0x00474510,_dl_find_object_from_map,13,39,0.7333333333333333,11,15,32,0.7804878048780488,0
0x0006ac80,_dl_find_object_init,19,243,0x00474d98,_dl_find_object_init,20,236,0.95,19,20,201,0.8392484342379958,0
0x0006ae34,_dl_find_object_update,28,692,0x00474ffc,_dl_find_object_update,26,612,0.8620689655172413,25,29,365,0.5598159509202454,0
0x000616fc,_dl_fixup,22,236,0x00468974,_dl_fixup,21,167,0.9545454545454546,21,22,122,0.6054590570719603,0
0x0002e31c,_dl_get_dl_main_map,2,2,0x004251f8,_dl_get_dl_main_map,2,2,1.0,2,2,2,1.0,0
0x00044f18,_dl_get_origin,14,39,0x00443850,_dl_get_origin,15,42,0.9333333333333333,14,15,29,0.7160493827160493,0
0x0002c548,_dl_get_tls_static_info,4,9,0x00422de4,_dl_get_tls_static_info,4,9,1.0,4,4,7,0.7777777777777778,0
0x000449c4,_dl_higher_prime_number,13,27,0x00443154,_dl_higher_prime_number,13,26,1.0,13,13,21,0.7924528301886793,0
0x0006d328,_dl_init,20,114,0x0047806c,_dl_init,19,103,0.95,19,20,85,0.783410138248848,0
0x00040b5c,_dl_init_paths,21,489,0x0043e37c,_dl_init_paths,21,460,0.9090909090909091,20,22,392,0.8261327713382508,0
0x0002c9fc,_dl_init_static_tls,17,142,0x00423474,_dl_init_static_tls,17,105,0.7894736842105263,15,19,80,0.6477732793522267,0
0x000475a0,_dl_load_cache_lookup,21,275,0x00448118,_dl_load_cache_lookup,21,294,1.0,21,21,220,0.773286467486819,0
0x0006d554,_dl_lookup_direct,17,88,0x004783bc,_dl_lookup_direct,20,128,0.6818181818181818,15,22,72,0.6666666666666666,0
0x00043ca4,_dl_lookup_symbol_x,28,1059,0x004421b0,_dl_lookup_symbol_x,26,1333,0.8620689655172413,25,29,713,0.5961538461538461,0
0x000614d4,_dl_make_stacks_executable,22,261,0x00468670,_dl_make_stacks_executable,21,199,0.8695652173913043,20,23,154,0.6695652173913044,0
0x000422b8,_dl_map_object,24,2085,0x0043feb4,_dl_map_object,26,3161,0.8518518518518519,23,27,1757,0.6698436904308044,0
0x0006c470,_dl_map_object_deps,28,3773,0x00476ef4,_dl_map_object_deps,26,2413,0.8,24,30,1937,0.6262528289686389,0
0x00040fa4,_dl_map_object_from_fd,32,4944,0x0043e848,_dl_map_object_from_fd,32,2722,0.8823529411764706,30,34,1919,0.5006522306287503,0
0x00044964,_dl_name_match_p,9,22,0x00443098,_dl_name_match_p,10,22,0.9,9,10,21,0.9545454545454546,0
0x00044c94,_dl_new_object,20,244,0x004434dc,_dl_new_object,22,246,0.9090909090909091,20,22,181,0.7387755102040816,0
